Frequency,Pattern
3,"hklm\system\currentcontrolset\control\session manager,hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\notifications\*,hklm\software\microsoft\windows nt\currentversion\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\$secure:$sii:$index_allocation"
3,"hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\session manager,hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\wmi\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*}"
3,"hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\session manager,hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\wmi\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers"
3,"hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\wmi\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*},c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32k.sys"
3,"hklm\system\currentcontrolset\control\session manager\*,hklm\system\currentcontrolset\control\wmi\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\"
3,"hklm\system\currentcontrolset\control\notifications\*,hklm\software\microsoft\windows nt\currentversion\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\$secure:$sii:$index_allocation,c:\$secure:$sds:$data,c:\windows\system32\win32k.sys"
3,"hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\$secure:$sii:$index_allocation,c:\$secure:$sds:$data,c:\windows\system32\win32k.sys,hklm\software\microsoft\windows\currentversion\*,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys"
3,"hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*},c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32k.sys,c:\windows\system32\win32kbase.sys,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys"
3,"c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\$secure:$sii:$index_allocation,c:\$secure:$sds:$data,c:\windows\system32\win32k.sys,hklm\software\microsoft\windows\currentversion\*,c:\windows\system32\catroot\{*}\*"
3,"c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*},c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32k.sys,c:\windows\system32\win32kbase.sys,c:\windows\system32\catroot\{*}\*"
3,"c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode"
3,"hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\$secure:$sii:$index_allocation,c:\$secure:$sds:$data,c:\windows\system32\win32k.sys,hklm\software\microsoft\windows\currentversion\*,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers"
3,"hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*},c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32k.sys,c:\windows\system32\win32kbase.sys,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers"
3,"hklm\system\currentcontrolset\control\pnp\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize"
3,"c:\windows\system32\win32k.sys,hklm\software\microsoft\windows\currentversion\*,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\cryptography\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control"
3,"c:\windows\system32\win32k.sys,c:\windows\system32\win32kbase.sys,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode"
3,"c:\$secure:$sii:$index_allocation,c:\$secure:$sds:$data,c:\windows\system32\win32k.sys,hklm\software\microsoft\windows\currentversion\*,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\cryptography\*"
3,"c:\$secure:$sds:$data,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32,c:\$directory,c:\windows\system32\en-us\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc"
3,"c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\cryptography\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\"
3,"c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\cryptography\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer"
3,"c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\software\microsoft\sqmclient\windows\*"
3,"c:\windows\system32\win32kfull.sys,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize"
3,"hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\cryptography\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\system\input"
3,"hklm\system\currentcontrolset\control\cryptography\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\system\input,hklm\system\input\wakeoninputdevicetypes,hklm\software\microsoft\sqmclient\windows\*"
3,"hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\system\input,hklm\system\input\wakeoninputdevicetypes,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$secure:$sds:$data"
3,"hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\system\input,hklm\system\input\wakeoninputdevicetypes,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*"
3,"hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,c:\windows\system32\dwminit.dll,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32\zh-cn"
3,"hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,c:\windows\system32\dwminit.dll,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,hklm\software\microsoft\sqmclient\windows\*,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\wpa\tabletpc"
3,"hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun"
3,"hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,c:\windows\system32\dwminit.dll,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory"
3,"hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\system\input,hklm\system\input\wakeoninputdevicetypes,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$secure:$sds:$data,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun"
3,"hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,c:\windows\system32\dwminit.dll,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32\zh-cn,c:\windows\system32\zh-cn\win32kbase.sys.mui,c:\windows\fonts"
3,"hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,c:\windows\system32\dwminit.dll,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,hklm\software\microsoft\sqmclient\windows\*,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*"
3,"hklm\system\input,hklm\system\input\wakeoninputdevicetypes,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$secure:$sds:$data,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32,c:\$directory"
3,"hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$secure:$sds:$data,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32,c:\$directory,c:\windows\system32\en-us\win32kbase.sys.mui,c:\windows\fonts"
3,"hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc"
3,"hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32\zh-cn,c:\windows\system32\zh-cn\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows"
3,"hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,hklm\software\microsoft\sqmclient\windows\*,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*"
3,"hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$secure:$sds:$data,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32,c:\$directory,c:\windows\system32\en-us\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows"
3,"hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*"
3,"hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32\zh-cn,c:\windows\system32\zh-cn\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc"
3,"hklm\software\microsoft\sqmclient\windows,hklm\software\microsoft\sqmclient\windows\*,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*,c:\windows\system32\csrss.exe,hklm\system\currentcontrolset\services\bam\*"
3,"c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*"
3,"c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32\zh-cn,c:\windows\system32\zh-cn\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*"
3,"c:\$directory,c:\windows\system32\en-us\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*"
3,"c:\windows\systemresources\win32kbase.sys.mun,c:\windows\system32,c:\$directory,c:\windows\system32\en-us\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*"
3,"c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*,c:\windows\system32\csrss.exe,hklm\system\currentcontrolset\services\bam\*,c:\windows\system32\csrss.exe,c:\windows\system32\winlogon.exe"
3,"hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*,hklm\system\currentcontrolset\control\notifications\*,c:\windows\system32\csrss.exe,hklm\system\currentcontrolset\services\bam\*,c:\windows\system32\csrss.exe,c:\windows\system32,c:\windows\system32\wininit.exe"
3,"c:\windows\system32\catroot\{*},c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32k.sys,c:\windows\system32\win32kbase.sys,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\"
3,"c:\windows\system32\zh-cn,c:\windows\system32\zh-cn\win32kbase.sys.mui,c:\windows\fonts,hklm\software\policies\microsoft\windows\*,hklm\system\currentcontrolset\control\windows,hklm\system\currentcontrolset\control\windows\*,hklm\system\wpa\tabletpc,hklm\system\wpa\mediacenter,hklm\software\microsoft\windows\currentversion\*,hklm\system\currentcontrolset\control\power,hklm\system\currentcontrolset\control\power\*"
3,"hklm\system\currentcontrolset\control\wmi\*,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditthrottlemode,hklm\system\currentcontrolset\control\,hklm\system\currentcontrolset\control,hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize"
3,"hklm\system\currentcontrolset\control\session manager,hklm\system\currentcontrolset\control\session manager\*,c:\windows,hklm\system\currentcontrolset\control\wmi\*,hklm\software\microsoft\windows nt\currentversion\*,hklm\system\currentcontrolset\control\pnp,hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*}\*"
3,"hklm\system\currentcontrolset\control\pnp\*,c:\windows\system32\win32k.sys,c:\windows\system32\win32k.sys,c:\windows\system32\catroot\{*}\*,c:\windows\system32\win32kbase.sys,c:\windows\system32\win32kfull.sys,hklm\system\currentcontrolset\control\graphicsdrivers,hklm\system\currentcontrolset\control\graphicsdrivers\*,hklm\system\currentcontrolset\control\"
3,"hklm\system\currentcontrolset\control\servicefilterauditcapturewer,hklm\system\currentcontrolset\control\servicefilterauditstackcachesize,hklm\software\microsoft\sqmclient\windows\*,hklm\software\microsoft\sqmclient\windows\*,hklm\software\policies\microsoft\sqmclient\*,hklm\software\microsoft\sqmclient\windows,c:\$directory,c:\windows\systemresources\win32kbase.sys.mun,c:\windows\fonts"
